iter	Passed	Remaining
3237	14181	7717
3238	14186	7712
3239	14189	7708
3240	14193	7703
3241	14197	7698
3242	14201	7694
3243	14205	7689
3244	14209	7684
3245	14213	7680
3246	14217	7675
3247	14220	7670
3248	14224	7666
3249	14228	7661
3250	14232	7657
3251	14236	7652
3252	14240	7647
3253	14244	7643
3254	14248	7638
3255	14253	7634
3256	14257	7629
3257	14261	7625
3258	14266	7621
3259	14270	7616
3260	14274	7612
3261	14278	7607
3262	14283	7603
3263	14287	7599
3264	14293	7595
3265	14297	7590
3266	14302	7586
3267	14306	7582
3268	14310	7577
3269	14314	7573
3270	14318	7568
3271	14322	7564
3272	14326	7559
3273	14330	7554
3274	14334	7550
3275	14339	7546
3276	14343	7541
3277	14348	7537
3278	14352	7532
3279	14356	7528
3280	14360	7523
3281	14366	7520
3282	14370	7515
3283	14374	7511
3284	14379	7507
3285	14383	7502
3286	14388	7498
3287	14392	7493
3288	14396	7489
3289	14400	7484
3290	14404	7480
3291	14408	7475
3292	14413	7471
3293	14417	7466
3294	14421	7462
3295	14425	7457
3296	14429	7453
3297	14434	7449
3298	14438	7444
3299	14442	7439
3300	14446	7435
3301	14450	7430
3302	14454	7426
3303	14458	7421
3304	14463	7417
3305	14467	7412
3306	14471	7408
3307	14475	7404
3308	14479	7399
3309	14483	7394
3310	14487	7390
3311	14491	7385
3312	14495	7381
3313	14499	7376
3314	14503	7372
3315	14507	7367
3316	14511	7363
3317	14516	7358
3318	14520	7354
3319	14524	7349
3320	14528	7345
3321	14532	7340
3322	14536	7336
3323	14540	7331
3324	14544	7327
3325	14548	7322
3326	14553	7318
3327	14556	7313
3328	14561	7309
3329	14565	7304
3330	14569	7300
3331	14574	7295
3332	14578	7291
3333	14582	7286
3334	14585	7282
3335	14590	7277
3336	14594	7273
3337	14598	7268
3338	14602	7264
3339	14606	7259
3340	14610	7255
3341	14614	7250
3342	14618	7245
3343	14622	7241
3344	14626	7236
3345	14630	7232
3346	14635	7227
3347	14638	7223
3348	14643	7218
3349	14647	7214
3350	14651	7209
3351	14656	7205
3352	14659	7201
3353	14664	7196
3354	14668	7191
3355	14672	7187
3356	14676	7182
3357	14680	7178
3358	14684	7173
3359	14688	7169
3360	14693	7165
3361	14697	7160
3362	14701	7156
3363	14706	7151
3364	14710	7147
3365	14714	7142
3366	14718	7138
3367	14723	7134
3368	14727	7129
3369	14731	7125
3370	14735	7120
3371	14739	7116
3372	14743	7111
3373	14748	7107
3374	14752	7102
3375	14756	7098
3376	14760	7093
3377	14764	7089
3378	14768	7084
3379	14771	7080
3380	14776	7075
3381	14780	7071
3382	14784	7066
3383	14788	7062
3384	14792	7057
3385	14796	7053
3386	14801	7048
3387	14805	7044
3388	14809	7039
3389	14813	7035
3390	14817	7030
3391	14821	7026
3392	14825	7021
3393	14829	7017
3394	14834	7012
3395	14838	7008
3396	14842	7004
3397	14846	6999
3398	14851	6995
3399	14855	6990
3400	14859	6986
3401	14863	6981
3402	14867	6977
3403	14871	6972
3404	14875	6968
3405	14879	6963
3406	14883	6959
3407	14887	6954
3408	14891	6950
3409	14895	6945
3410	14899	6940
3411	14903	6936
3412	14907	6931
3413	14911	6927
3414	14915	6922
3415	14919	6918
3416	14923	6913
3417	14927	6909
3418	14931	6904
3419	14935	6900
3420	14939	6895
3421	14943	6891
3422	14947	6886
3423	14951	6882
3424	14955	6877
3425	14959	6872
3426	14964	6868
3427	14968	6864
3428	14972	6859
3429	14977	6855
3430	14981	6851
3431	14985	6846
3432	14989	6842
3433	14993	6837
3434	14998	6833
3435	15002	6829
3436	15006	6824
3437	15011	6820
3438	15015	6815
3439	15019	6810
3440	15023	6806
3441	15027	6801
3442	15031	6797
3443	15035	6793
3444	15039	6788
3445	15043	6784
3446	15048	6779
3447	15052	6775
3448	15056	6770
3449	15060	6766
3450	15064	6761
3451	15068	6757
3452	15072	6752
3453	15076	6748
3454	15080	6743
3455	15085	6739
3456	15089	6734
3457	15093	6730
3458	15097	6726
3459	15101	6721
3460	15105	6716
3461	15109	6712
3462	15113	6708
3463	15118	6703
3464	15121	6699
3465	15125	6694
3466	15130	6690
3467	15134	6685
3468	15137	6680
3469	15141	6676
3470	15145	6671
3471	15150	6667
3472	15154	6662
3473	15158	6658
3474	15163	6654
3475	15167	6649
3476	15171	6645
3477	15176	6641
3478	15180	6636
3479	15184	6632
3480	15188	6627
3481	15192	6623
3482	15196	6618
3483	15200	6614
3484	15204	6609
3485	15209	6605
3486	15213	6600
3487	15217	6596
3488	15221	6591
3489	15225	6587
3490	15229	6582
3491	15233	6578
3492	15237	6573
3493	15241	6569
3494	15245	6564
3495	15249	6560
3496	15253	6555
3497	15257	6551
3498	15261	6547
3499	15266	6542
3500	15270	6538
3501	15275	6534
3502	15279	6529
3503	15283	6525
3504	15287	6520
3505	15291	6516
3506	15295	6511
3507	15299	6507
3508	15303	6502
3509	15308	6498
3510	15312	6493
3511	15316	6489
3512	15320	6484
3513	15324	6480
3514	15328	6476
3515	15333	6471
3516	15337	6467
3517	15342	6463
3518	15348	6459
3519	15353	6455
3520	15358	6451
3521	15364	6447
3522	15369	6443
3523	15373	6439
3524	15379	6435
3525	15385	6431
3526	15389	6427
3527	15394	6422
3528	15399	6419
3529	15404	6414
3530	15409	6410
3531	15415	6406
3532	15419	6402
3533	15424	6398
3534	15429	6394
3535	15435	6390
3536	15439	6386
3537	15444	6382
3538	15449	6378
3539	15454	6373
3540	15459	6369
3541	15473	6369
3542	15478	6365
3543	15483	6361
3544	15489	6357
3545	15495	6353
3546	15500	6349
3547	15505	6345
3548	15511	6341
3549	15515	6337
3550	15521	6333
3551	15526	6329
3552	15532	6325
3553	15538	6321
3554	15544	6318
3555	15550	6314
3556	15556	6310
3557	15562	6307
3558	15567	6303
3559	15572	6298
3560	15578	6295
3561	15583	6291
3562	15588	6286
3563	15593	6282
3564	15597	6278
3565	15602	6274
3566	15606	6269
3567	15611	6265
3568	15615	6261
3569	15620	6256
3570	15624	6252
3571	15628	6247
3572	15632	6243
3573	15637	6239
3574	15641	6234
3575	15645	6230
3576	15649	6225
3577	15653	6221
3578	15657	6216
3579	15661	6212
3580	15665	6207
3581	15669	6202
3582	15672	6198
3583	15677	6193
3584	15681	6189
3585	15685	6184
3586	15689	6180
3587	15694	6176
3588	15697	6171
3589	15702	6167
3590	15706	6162
3591	15711	6158
3592	15715	6154
3593	15719	6149
3594	15724	6145
3595	15728	6141
3596	15733	6136
3597	15737	6132
3598	15741	6127
3599	15745	6123
3600	15750	6118
3601	15754	6114
3602	15758	6110
3603	15762	6105
3604	15766	6101
3605	15771	6097
3606	15775	6092
3607	15779	6088
3608	15783	6083
3609	15788	6079
3610	15791	6074
3611	15795	6069
3612	15799	6065
3613	15803	6060
3614	15807	6056
3615	15811	6051
3616	15815	6047
3617	15820	6042
3618	15824	6038
3619	15828	6034
3620	15832	6029
3621	15836	6025
3622	15840	6020
3623	15844	6016
3624	15848	6011
3625	15852	6007
3626	15856	6002
3627	15860	5997
3628	15864	5993
3629	15868	5988
3630	15872	5984
3631	15876	5980
3632	15880	5975
3633	15885	5971
3634	15888	5966
3635	15893	5962
3636	15897	5957
3637	15901	5953
3638	15905	5948
3639	15909	5944
3640	15913	5939
3641	15917	5935
3642	15921	5930
3643	15925	5926
3644	15929	5921
3645	15933	5917
3646	15937	5912
3647	15941	5908
3648	15946	5903
3649	15950	5899
3650	15954	5895
3651	15958	5890
3652	15962	5886
3653	15967	5881
3654	15971	5877
3655	15975	5872
3656	15979	5868
3657	15984	5864
3658	15988	5859
3659	15992	5855
3660	15996	5850
3661	16001	5846
3662	16005	5841
3663	16008	5837
3664	16012	5832
3665	16017	5828
3666	16021	5823
3667	16025	5819
3668	16029	5814
3669	16034	5810
3670	16038	5806
3671	16042	5801
3672	16047	5797
3673	16051	5793
3674	16055	5788
3675	16059	5784
3676	16064	5780
3677	16068	5775
3678	16072	5771
3679	16077	5766
3680	16081	5762
3681	16085	5757
3682	16088	5753
3683	16092	5748
3684	16096	5744
3685	16100	5739
3686	16104	5735
3687	16108	5730
3688	16112	5726
3689	16117	5721
3690	16121	5717
3691	16125	5712
3692	16129	5708
3693	16133	5703
3694	16137	5699
3695	16140	5694
3696	16145	5690
3697	16149	5685
3698	16153	5681
3699	16157	5676
3700	16161	5672
3701	16165	5668
3702	16169	5663
3703	16172	5658
3704	16177	5654
3705	16181	5649
3706	16184	5645
3707	16189	5640
3708	16192	5636
3709	16197	5631
3710	16201	5627
3711	16206	5623
3712	16210	5618
3713	16215	5614
3714	16219	5610
3715	16223	5605
3716	16227	5601
3717	16231	5596
3718	16235	5592
3719	16239	5587
3720	16244	5583
3721	16248	5579
3722	16252	5574
3723	16256	5570
3724	16260	5565
3725	16264	5561
3726	16268	5556
3727	16272	5552
3728	16277	5547
3729	16280	5543
3730	16284	5538
3731	16289	5534
3732	16293	5530
3733	16297	5525
3734	16301	5521
3735	16305	5516
3736	16310	5512
3737	16314	5507
3738	16318	5503
3739	16322	5498
3740	16327	5494
3741	16330	5490
3742	16334	5485
3743	16338	5481
3744	16343	5476
3745	16347	5472
3746	16351	5467
3747	16355	5463
3748	16360	5459
3749	16364	5454
3750	16368	5450
3751	16373	5446
3752	16377	5441
3753	16381	5437
3754	16386	5432
3755	16390	5428
3756	16394	5424
3757	16399	5419
3758	16403	5415
3759	16407	5411
3760	16412	5406
3761	16417	5402
3762	16421	5398
3763	16425	5393
3764	16429	5389
3765	16433	5384
3766	16437	5380
3767	16441	5375
3768	16445	5371
3769	16449	5366
3770	16453	5362
3771	16458	5358
3772	16462	5353
3773	16465	5348
3774	16470	5344
3775	16474	5340
3776	16478	5335
3777	16481	5331
3778	16485	5326
3779	16489	5322
3780	16493	5317
3781	16497	5313
3782	16502	5308
3783	16506	5304
3784	16510	5299
3785	16514	5295
3786	16518	5290
3787	16522	5286
3788	16526	5282
3789	16530	5277
3790	16535	5273
3791	16539	5268
3792	16544	5264
3793	16548	5260
3794	16552	5255
3795	16556	5251
3796	16560	5246
3797	16564	5242
3798	16568	5237
3799	16572	5233
3800	16576	5228
3801	16580	5224
3802	16584	5219
3803	16588	5215
3804	16592	5210
3805	16595	5206
3806	16599	5201
3807	16603	5197
3808	16607	5192
3809	16611	5188
3810	16615	5183
3811	16619	5179
3812	16623	5174
3813	16627	5170
3814	16631	5165
3815	16635	5161
3816	16640	5157
3817	16645	5153
3818	16649	5148
3819	16654	5144
3820	16659	5140
3821	16663	5136
3822	16667	5131
3823	16671	5127
3824	16677	5123
3825	16681	5118
3826	16685	5114
3827	16690	5109
3828	16694	5105
3829	16698	5101
3830	16702	5096
3831	16707	5092
3832	16711	5088
3833	16715	5083
3834	16720	5079
3835	16725	5075
3836	16729	5070
3837	16733	5066
3838	16737	5061
3839	16742	5057
3840	16745	5052
3841	16749	5048
3842	16753	5043
3843	16757	5039
3844	16761	5035
3845	16765	5030
3846	16769	5026
3847	16774	5021
3848	16778	5017
3849	16782	5012
3850	16786	5008
3851	16790	5004
3852	16794	4999
3853	16798	4995
3854	16802	4990
3855	16806	4986
3856	16810	4981
3857	16814	4977
3858	16818	4972
3859	16823	4968
3860	16827	4964
3861	16831	4959
3862	16835	4955
3863	16839	4950
3864	16844	4946
3865	16847	4941
3866	16851	4937
3867	16855	4933
3868	16860	4928
3869	16864	4924
3870	16868	4919
3871	16872	4915
3872	16876	4910
3873	16880	4906
3874	16884	4901
3875	16889	4897
3876	16893	4893
3877	16897	4888
3878	16901	4884
3879	16905	4879
3880	16909	4875
3881	16913	4871
3882	16917	4866
3883	16922	4862
3884	16926	4857
3885	16930	4853
3886	16934	4848
3887	16938	4844
3888	16942	4840
3889	16946	4835
3890	16951	4831
3891	16956	4827
3892	16960	4822
3893	16964	4818
3894	16968	4813
3895	16972	4809
3896	16976	4805
3897	16980	4800
3898	16985	4796
3899	16989	4792
3900	16993	4787
3901	16998	4783
3902	17002	4778
3903	17006	4774
3904	17010	4769
3905	17014	4765
3906	17018	4761
3907	17023	4756
3908	17027	4752
3909	17031	4747
3910	17035	4743
3911	17039	4738
3912	17043	4734
3913	17047	4730
3914	17051	4725
3915	17055	4721
3916	17059	4716
3917	17063	4712
3918	17067	4707
3919	17071	4703
3920	17075	4698
3921	17079	4694
3922	17083	4690
3923	17088	4685
3924	17092	4681
3925	17096	4676
3926	17100	4672
3927	17104	4668
3928	17109	4663
3929	17113	4659
3930	17117	4654
3931	17120	4650
3932	17124	4645
3933	17128	4641
3934	17133	4637
3935	17137	4632
3936	17141	4628
3937	17146	4623
3938	17150	4619
3939	17154	4615
3940	17158	4610
3941	17162	4606
3942	17166	4601
3943	17170	4597
3944	17174	4593
3945	17179	4588
3946	17184	4584
3947	17188	4580
3948	17192	4575
3949	17197	4571
3950	17202	4567
3951	17206	4562
3952	17210	4558
3953	17214	4554
3954	17219	4549
3955	17223	4545
3956	17228	4541
3957	17232	4536
3958	17236	4532
3959	17241	4527
3960	17245	4523
3961	17249	4519
3962	17254	4514
3963	17258	4510
3964	17263	4506
3965	17266	4501
3966	17271	4497
3967	17275	4493
3968	17280	4488
3969	17284	4484
3970	17288	4479
3971	17293	4475
3972	17298	4471
3973	17302	4467
3974	17306	4462
3975	17310	4458
3976	17314	4453
3977	17318	4449
3978	17323	4445
3979	17327	4440
3980	17331	4436
3981	17336	4432
3982	17340	4427
3983	17345	4423
3984	17349	4419
3985	17354	4414
3986	17358	4410
3987	17363	4406
3988	17368	4401
3989	17373	4397
3990	17378	4393
3991	17384	4389
3992	17389	4385
3993	17394	4381
3994	17399	4377
3995	17405	4373
3996	17409	4368
3997	17413	4364
3998	17417	4359
3999	17422	4355
4000	17426	4351
4001	17430	4346
4002	17434	4342
4003	17439	4338
4004	17443	4333
4005	17447	4329
4006	17452	4324
4007	17456	4320
4008	17460	4316
4009	17464	4311
4010	17468	4307
4011	17472	4302
4012	17476	4298
4013	17480	4294
4014	17484	4289
4015	17488	4285
4016	17492	4280
4017	17496	4276
4018	17500	4271
4019	17504	4267
4020	17509	4262
4021	17513	4258
4022	17517	4254
4023	17521	4249
4024	17525	4245
4025	17529	4240
4026	17534	4236
4027	17538	4232
4028	17542	4227
4029	17545	4223
4030	17550	4218
4031	17554	4214
4032	17558	4210
4033	17562	4205
4034	17566	4201
4035	17570	4196
4036	17574	4192
4037	17577	4187
4038	17581	4183
4039	17586	4178
4040	17590	4174
4041	17594	4170
4042	17598	4165
4043	17603	4161
4044	17607	4156
4045	17611	4152
4046	17615	4148
4047	17619	4143
4048	17624	4139
4049	17629	4135
4050	17634	4131
4051	17638	4126
4052	17642	4122
4053	17646	4117
4054	17651	4113
4055	17655	4109
4056	17659	4104
4057	17663	4100
4058	17667	4095
4059	17671	4091
4060	17675	4086
4061	17679	4082
4062	17684	4078
4063	17687	4073
4064	17691	4069
4065	17696	4064
4066	17700	4060
4067	17704	4056
4068	17709	4051
4069	17713	4047
4070	17717	4043
4071	17721	4038
4072	17725	4034
4073	17729	4029
4074	17733	4025
4075	17737	4021
4076	17741	4016
4077	17745	4012
4078	17750	4007
4079	17754	4003
4080	17758	3999
4081	17763	3994
4082	17766	3990
4083	17770	3985
4084	17774	3981
4085	17778	3976
4086	17782	3972
4087	17786	3967
4088	17790	3963
4089	17794	3959
4090	17798	3954
4091	17803	3950
4092	17806	3945
4093	17811	3941
4094	17815	3937
4095	17819	3932
4096	17823	3928
4097	17829	3924
4098	17833	3920
4099	17837	3915
4100	17841	3911
4101	17846	3906
4102	17850	3902
4103	17854	3898
4104	17858	3893
4105	17863	3889
4106	17867	3884
4107	17871	3880
4108	17876	3876
4109	17881	3872
4110	17885	3867
4111	17889	3863
4112	17893	3858
4113	17897	3854
4114	17901	3850
4115	17906	3845
4116	17910	3841
4117	17914	3836
4118	17918	3832
4119	17922	3828
4120	17929	3824
4121	17934	3820
4122	17940	3816
4123	17945	3811
4124	17950	3807
4125	17955	3803
4126	17960	3799
4127	17965	3795
4128	17971	3790
4129	17975	3786
4130	17981	3782
4131	17987	3778
4132	17992	3774
4133	17996	3769
4134	18002	3765
4135	18007	3761
4136	18012	3757
4137	18017	3753
4138	18023	3749
4139	18029	3745
4140	18034	3741
4141	18041	3737
4142	18047	3733
4143	18054	3729
4144	18060	3725
4145	18066	3721
4146	18073	3717
4147	18079	3713
4148	18085	3709
4149	18091	3705
4150	18097	3701
4151	18103	3697
4152	18109	3693
4153	18115	3689
4154	18122	3685
4155	18128	3681
4156	18135	3677
4157	18141	3673
4158	18146	3669
4159	18153	3665
4160	18160	3661
4161	18166	3657
4162	18171	3653
4163	18176	3649
4164	18182	3645
4165	18188	3641
4166	18193	3636
4167	18199	3632
4168	18204	3628
4169	18209	3624
4170	18213	3620
4171	18218	3615
4172	18223	3611
4173	18227	3607
4174	18232	3602
4175	18236	3598
4176	18240	3593
4177	18244	3589
4178	18248	3585
4179	18252	3580
4180	18256	3576
4181	18261	3572
4182	18266	3567
4183	18270	3563
4184	18275	3559
4185	18280	3554
4186	18284	3550
4187	18288	3545
4188	18292	3541
4189	18296	3537
4190	18300	3532
4191	18304	3528
4192	18309	3523
4193	18314	3519
4194	18318	3515
4195	18322	3510
4196	18327	3506
4197	18331	3502
4198	18336	3497
4199	18340	3493
4200	18344	3489
4201	18348	3484
4202	18352	3480
4203	18356	3475
4204	18361	3471
4205	18365	3467
4206	18370	3462
4207	18376	3458
4208	18380	3454
4209	18385	3449
4210	18390	3445
4211	18394	3441
4212	18398	3436
4213	18402	3432
4214	18407	3428
4215	18411	3423
4216	18414	3419
4217	18419	3414
4218	18423	3410
4219	18427	3406
4220	18431	3401
4221	18435	3397
4222	18439	3392
4223	18443	3388
4224	18447	3383
4225	18451	3379
4226	18455	3375
4227	18460	3370
4228	18464	3366
4229	18468	3361
4230	18472	3357
4231	18476	3353
4232	18480	3348
4233	18484	3344
4234	18488	3339
4235	18492	3335
4236	18496	3330
4237	18500	3326
4238	18504	3321
4239	18508	3317
4240	18512	3313
4241	18516	3308
4242	18519	3304
4243	18524	3299
4244	18528	3295
4245	18531	3290
4246	18535	3286
4247	18540	3282
4248	18544	3277
4249	18548	3273
4250	18552	3268
4251	18556	3264
4252	18560	3259
4253	18564	3255
4254	18569	3251
4255	18573	3246
4256	18577	3242
4257	18581	3237
4258	18585	3233
4259	18589	3229
4260	18593	3224
4261	18597	3220
4262	18602	3216
4263	18606	3211
4264	18610	3207
4265	18614	3202
4266	18618	3198
4267	18622	3193
4268	18626	3189
4269	18630	3185
4270	18634	3180
4271	18638	3176
4272	18642	3171
4273	18646	3167
4274	18651	3163
4275	18654	3158
4276	18658	3154
4277	18662	3149
4278	18666	3145
4279	18670	3140
4280	18674	3136
4281	18678	3132
4282	18683	3127
4283	18687	3123
4284	18691	3118
4285	18695	3114
4286	18700	3110
4287	18704	3105
4288	18708	3101
4289	18712	3096
4290	18716	3092
4291	18720	3088
4292	18724	3083
4293	18728	3079
4294	18733	3074
4295	18737	3070
4296	18741	3066
4297	18745	3061
4298	18749	3057
4299	18753	3052
4300	18757	3048
4301	18761	3043
4302	18765	3039
4303	18769	3035
4304	18773	3030
4305	18777	3026
4306	18781	3021
4307	18785	3017
4308	18789	3013
4309	18793	3008
4310	18797	3004
4311	18801	2999
4312	18805	2995
4313	18809	2991
4314	18813	2986
4315	18817	2982
4316	18821	2977
4317	18825	2973
4318	18830	2969
4319	18834	2964
4320	18838	2960
4321	18842	2955
4322	18847	2951
4323	18851	2947
4324	18855	2942
4325	18859	2938
4326	18863	2933
4327	18867	2929
4328	18871	2925
4329	18875	2920
4330	18880	2916
4331	18884	2911
4332	18888	2907
4333	18891	2903
4334	18896	2898
4335	18900	2894
4336	18904	2889
4337	18908	2885
4338	18912	2881
4339	18917	2876
4340	18921	2872
4341	18924	2867
4342	18929	2863
4343	18933	2859
4344	18937	2854
4345	18941	2850
4346	18946	2846
4347	18950	2841
4348	18954	2837
4349	18958	2832
4350	18962	2828
4351	18966	2824
4352	18971	2819
4353	18975	2815
4354	18979	2810
4355	18983	2806
4356	18987	2802
4357	18991	2797
4358	18995	2793
4359	18999	2788
4360	19003	2784
4361	19007	2780
4362	19011	2775
4363	19015	2771
4364	19019	2766
4365	19023	2762
4366	19028	2758
4367	19032	2753
4368	19036	2749
4369	19041	2745
4370	19045	2740
4371	19049	2736
4372	19054	2732
4373	19058	2727
4374	19062	2723
4375	19066	2718
4376	19070	2714
4377	19075	2710
4378	19079	2705
4379	19083	2701
4380	19087	2696
4381	19092	2692
4382	19095	2688
4383	19099	2683
4384	19104	2679
4385	19108	2675
4386	19112	2670
4387	19116	2666
4388	19120	2661
4389	19124	2657
4390	19128	2653
4391	19132	2648
4392	19137	2644
4393	19141	2639
4394	19145	2635
4395	19149	2631
4396	19154	2626
4397	19160	2622
4398	19165	2618
4399	19169	2614
4400	19173	2609
4401	19177	2605
4402	19181	2600
4403	19186	2596
4404	19190	2592
4405	19194	2587
4406	19198	2583
4407	19202	2578
4408	19206	2574
4409	19210	2570
4410	19217	2566
4411	19223	2561
4412	19229	2557
4413	19236	2553
4414	19241	2549
4415	19248	2545
4416	19254	2541
4417	19260	2537
4418	19268	2533
4419	19274	2529
4420	19282	2525
4421	19288	2521
4422	19294	2517
4423	19301	2513
4424	19307	2508
4425	19315	2505
4426	19321	2500
4427	19328	2496
4428	19334	2492
4429	19341	2488
4430	19347	2484
4431	19354	2480
4432	19361	2476
4433	19368	2472
4434	19376	2468
4435	19383	2464
4436	19390	2460
4437	19396	2456
4438	19403	2452
4439	19409	2448
4440	19413	2443
4441	19417	2439
4442	19423	2435
4443	19428	2430
4444	19432	2426
4445	19436	2421
4446	19441	2417
4447	19445	2413
4448	19450	2408
4449	19454	2404
4450	19459	2400
4451	19463	2395
4452	19468	2391
4453	19472	2387
4454	19477	2382
4455	19481	2378
4456	19485	2373
4457	19490	2369
4458	19494	2365
4459	19499	2360
4460	19504	2356
4461	19509	2352
4462	19514	2347
4463	19517	2343
4464	19521	2339
4465	19526	2334
4466	19530	2330
4467	19534	2325
4468	19538	2321
4469	19542	2317
4470	19546	2312
4471	19550	2308
4472	19555	2303
4473	19559	2299
4474	19563	2295
4475	19567	2290
4476	19572	2286
4477	19576	2282
4478	19580	2277
4479	19585	2273
4480	19589	2268
4481	19593	2264
4482	19597	2260
4483	19602	2255
4484	19607	2251
4485	19611	2247
4486	19615	2242
4487	19618	2238
4488	19623	2233
4489	19627	2229
4490	19631	2224
4491	19634	2220
4492	19638	2216
4493	19642	2211
4494	19646	2207
4495	19650	2202
4496	19654	2198
4497	19658	2193
4498	19661	2189
4499	19665	2185
4500	19669	2180
4501	19673	2176
4502	19677	2171
4503	19681	2167
4504	19686	2163
4505	19690	2158
4506	19694	2154
4507	19698	2149
4508	19702	2145
4509	19706	2141
4510	19710	2136
4511	19714	2132
4512	19718	2127
4513	19722	2123
4514	19726	2118
4515	19730	2114
4516	19734	2110
4517	19738	2105
4518	19742	2101
4519	19746	2097
4520	19750	2092
4521	19754	2088
4522	19758	2083
4523	19762	2079
4524	19766	2074
4525	19771	2070
4526	19775	2066
4527	19779	2061
4528	19784	2057
4529	19788	2053
4530	19792	2048
4531	19795	2044
4532	19800	2039
4533	19804	2035
4534	19808	2031
4535	19811	2026
4536	19815	2022
4537	19820	2017
4538	19824	2013
4539	19828	2009
4540	19833	2004
4541	19837	2000
4542	19840	1995
4543	19844	1991
4544	19849	1987
4545	19853	1982
4546	19857	1978
4547	19861	1973
4548	19865	1969
4549	19869	1965
4550	19873	1960
4551	19877	1956
4552	19881	1951
4553	19885	1947
4554	19889	1943
4555	19893	1938
4556	19898	1934
4557	19902	1929
4558	19905	1925
4559	19909	1921
4560	19914	1916
4561	19918	1912
4562	19922	1907
4563	19926	1903
4564	19930	1899
4565	19934	1894
4566	19938	1890
4567	19942	1885
4568	19946	1881
4569	19950	1877
4570	19954	1872
4571	19958	1868
4572	19962	1864
4573	19967	1859
4574	19970	1855
4575	19974	1850
4576	19979	1846
4577	19983	1842
4578	19988	1837
4579	19992	1833
4580	19996	1828
4581	20001	1824
4582	20004	1820
4583	20008	1815
4584	20013	1811
4585	20018	1807
4586	20022	1802
4587	20026	1798
4588	20031	1794
4589	20035	1789
4590	20039	1785
4591	20043	1780
4592	20048	1776
4593	20052	1772
4594	20056	1767
4595	20060	1763
4596	20065	1759
4597	20069	1754
4598	20073	1750
4599	20077	1745
4600	20081	1741
4601	20085	1737
4602	20089	1732
4603	20094	1728
4604	20098	1723
4605	20102	1719
4606	20106	1715
4607	20110	1710
4608	20114	1706
4609	20117	1701
4610	20121	1697
4611	20125	1693
4612	20129	1688
4613	20133	1684
4614	20137	1679
4615	20141	1675
4616	20145	1671
4617	20148	1666
4618	20152	1662
4619	20156	1657
4620	20160	1653
4621	20164	1649
4622	20168	1644
4623	20172	1640
4624	20176	1635
4625	20180	1631
4626	20184	1627
4627	20187	1622
4628	20192	1618
4629	20196	1613
4630	20200	1609
4631	20204	1605
4632	20209	1600
4633	20212	1596
4634	20217	1592
4635	20221	1587
4636	20225	1583
4637	20230	1578
4638	20233	1574
4639	20238	1570
4640	20242	1565
4641	20246	1561
4642	20250	1557
4643	20254	1552
4644	20259	1548
4645	20263	1543
4646	20268	1539
4647	20272	1535
4648	20276	1530
4649	20281	1526
4650	20285	1522
4651	20289	1517
4652	20293	1513
4653	20297	1509
4654	20301	1504
4655	20306	1500
4656	20310	1495
4657	20314	1491
4658	20317	1487
4659	20322	1482
4660	20326	1478
4661	20330	1473
4662	20334	1469
4663	20338	1465
4664	20342	1460
4665	20346	1456
4666	20351	1452
4667	20355	1447
4668	20359	1443
4669	20363	1438
4670	20367	1434
4671	20371	1430
4672	20375	1425
4673	20379	1421
4674	20383	1417
4675	20388	1412
4676	20392	1408
4677	20395	1403
4678	20399	1399
4679	20404	1395
4680	20409	1390
4681	20414	1386
4682	20419	1382
4683	20424	1377
4684	20428	1373
4685	20432	1369
4686	20437	1364
4687	20441	1360
4688	20445	1356
4689	20449	1351
4690	20453	1347
4691	20457	1342
4692	20461	1338
4693	20465	1334
4694	20470	1329
4695	20474	1325
4696	20479	1321
4697	20484	1316
4698	20488	1312
4699	20492	1308
4700	20496	1303
4701	20501	1299
4702	20505	1294
4703	20509	1290
4704	20513	1286
4705	20518	1281
4706	20522	1277
4707	20526	1273
4708	20530	1268
4709	20534	1264
4710	20538	1259
4711	20542	1255
4712	20546	1251
4713	20550	1246
4714	20554	1242
4715	20558	1238
4716	20562	1233
4717	20566	1229
4718	20570	1224
4719	20574	1220
4720	20578	1216
4721	20583	1211
4722	20587	1207
4723	20590	1203
4724	20595	1198
4725	20599	1194
4726	20603	1189
4727	20607	1185
4728	20611	1181
4729	20616	1176
4730	20619	1172
4731	20623	1168
4732	20627	1163
4733	20632	1159
4734	20635	1154
4735	20639	1150
4736	20643	1146
4737	20647	1141
4738	20651	1137
4739	20655	1133
4740	20659	1128
4741	20664	1124
4742	20668	1119
4743	20672	1115
4744	20677	1111
4745	20681	1106
4746	20684	1102
4747	20688	1098
4748	20692	1093
4749	20697	1089
4750	20701	1084
4751	20705	1080
4752	20709	1076
4753	20713	1071
4754	20717	1067
4755	20721	1063
4756	20725	1058
4757	20729	1054
4758	20733	1049
4759	20737	1045
4760	20741	1041
4761	20745	1036
4762	20750	1032
4763	20755	1028
4764	20759	1023
4765	20764	1019
4766	20768	1015
4767	20772	1010
4768	20777	1006
4769	20781	1002
4770	20785	997
4771	20789	993
4772	20793	988
4773	20797	984
4774	20801	980
4775	20805	975
4776	20810	971
4777	20815	967
4778	20819	962
4779	20824	958
4780	20828	954
4781	20832	949
4782	20836	945
4783	20841	940
4784	20845	936
4785	20849	932
4786	20854	927
4787	20859	923
4788	20863	919
4789	20867	914
4790	20871	910
4791	20875	906
4792	20879	901
